input,target
rotation 91-053-40 to 1-023-144 ,rotation: [ 91-053-40 ] -- [1-023-144 ] 
rotation 465-7-49 to 115-32-67 ,rotation: [ 465-7-49 ] -- [115-32-67 ] 
rotation 859-811-29 ,rotation: [ 859-811-29 ] 
rotation 232-0-5 ,rotation: [ 232-0-5 ] 
rotation 9-066-4 ,rotation: [ 9-066-4 ] 
rotation 39-63-501 ,rotation: [ 39-63-501 ] 
rotation 5-3-1 to 0-66-813 ,rotation: [ 5-3-1 ] -- [0-66-813 ] 
rotation 42-82-553 ,rotation: [ 42-82-553 ] 
rotation 9-5-0 to 15-37-685 ,rotation: [ 9-5-0 ] -- [15-37-685 ] 
rotation 14-6-657 ,rotation: [ 14-6-657 ] 
rotation 82-15-58 to 6-8-1 ,rotation: [ 82-15-58 ] -- [6-8-1 ] 
rotation 0-006-342 ,rotation: [ 0-006-342 ] 
rotation 0-66-967 ,rotation: [ 0-66-967 ] 
rotation 57-11-603 ,rotation: [ 57-11-603 ] 
rotation 1-944-62 to 8-739-862 ,rotation: [ 1-944-62 ] -- [8-739-862 ] 
rotation 7-5-521 to 661-56-170 ,rotation: [ 7-5-521 ] -- [661-56-170 ] 
rotation 0-62-9 ,rotation: [ 0-62-9 ] 
rotation 2-04-08 to 47-6-97 ,rotation: [ 2-04-08 ] -- [47-6-97 ] 
rotation 90-227-50 ,rotation: [ 90-227-50 ] 
rotation 9-48-02 to 48-384-726 ,rotation: [ 9-48-02 ] -- [48-384-726 ] 
rotation 8-218-951 to 801-129-54 ,rotation: [ 8-218-951 ] -- [801-129-54 ] 
rotation 137-470-476 ,rotation: [ 137-470-476 ] 
rotation 777-78-761 ,rotation: [ 777-78-761 ] 
rotation 45-51-880 ,rotation: [ 45-51-880 ] 
rotation 9-69-51 to 3-1-8 ,rotation: [ 9-69-51 ] -- [3-1-8 ] 
rotation 0-4-65 ,rotation: [ 0-4-65 ] 
rotation 55-50-56 to 543-14-90 ,rotation: [ 55-50-56 ] -- [543-14-90 ] 
rotation 558-3-371 to 63-0-798 ,rotation: [ 558-3-371 ] -- [63-0-798 ] 
rotation 51-5-100 ,rotation: [ 51-5-100 ] 
rotation 70-96-1 to 593-953-2 ,rotation: [ 70-96-1 ] -- [593-953-2 ] 
rotation 222-5-90 to 21-17-075 ,rotation: [ 222-5-90 ] -- [21-17-075 ] 
rotation 976-42-2 to 1-6-72 ,rotation: [ 976-42-2 ] -- [1-6-72 ] 
rotation 62-00-43 to 7-4-22 ,rotation: [ 62-00-43 ] -- [7-4-22 ] 
rotation 41-3-698 to 627-17-250 ,rotation: [ 41-3-698 ] -- [627-17-250 ] 
rotation 440-586-868 to 177-56-82 ,rotation: [ 440-586-868 ] -- [177-56-82 ] 
rotation 33-160-53 to 0-7-56 ,rotation: [ 33-160-53 ] -- [0-7-56 ] 
rotation 524-44-3 ,rotation: [ 524-44-3 ] 
rotation 1-748-747 to 406-5-20 ,rotation: [ 1-748-747 ] -- [406-5-20 ] 
rotation 6-788-585 ,rotation: [ 6-788-585 ] 
rotation 6-49-891 ,rotation: [ 6-49-891 ] 
rotation 306-6-2 to 69-0-0 ,rotation: [ 306-6-2 ] -- [69-0-0 ] 
rotation 486-6-2 to 584-8-561 ,rotation: [ 486-6-2 ] -- [584-8-561 ] 
rotation 3-424-06 ,rotation: [ 3-424-06 ] 
rotation 0-9-08 to 8-278-71 ,rotation: [ 0-9-08 ] -- [8-278-71 ] 
rotation 41-664-3 to 0-54-49 ,rotation: [ 41-664-3 ] -- [0-54-49 ] 
rotation 1-830-92 ,rotation: [ 1-830-92 ] 
rotation 726-29-73 ,rotation: [ 726-29-73 ] 
rotation 34-2-979 to 63-78-04 ,rotation: [ 34-2-979 ] -- [63-78-04 ] 
rotation 929-4-95 ,rotation: [ 929-4-95 ] 
rotation 73-9-6 to 9-233-540 ,rotation: [ 73-9-6 ] -- [9-233-540 ] 
rotation 752-11-70 ,rotation: [ 752-11-70 ] 
rotation 03-8-6 ,rotation: [ 03-8-6 ] 
rotation 5-1-2 to 319-2-310 ,rotation: [ 5-1-2 ] -- [319-2-310 ] 
rotation 640-390-32 to 265-13-131 ,rotation: [ 640-390-32 ] -- [265-13-131 ] 
rotation 395-08-156 ,rotation: [ 395-08-156 ] 
rotation 5-157-0 to 0-80-75 ,rotation: [ 5-157-0 ] -- [0-80-75 ] 
rotation 30-5-3 ,rotation: [ 30-5-3 ] 
rotation 816-960-19 to 3-933-139 ,rotation: [ 816-960-19 ] -- [3-933-139 ] 
rotation 60-1-41 ,rotation: [ 60-1-41 ] 
rotation 5-4-91 to 2-90-025 ,rotation: [ 5-4-91 ] -- [2-90-025 ] 
rotation 466-8-228 to 619-20-34 ,rotation: [ 466-8-228 ] -- [619-20-34 ] 
rotation 681-30-773 to 137-950-32 ,rotation: [ 681-30-773 ] -- [137-950-32 ] 
rotation 9-279-2 to 147-0-509 ,rotation: [ 9-279-2 ] -- [147-0-509 ] 
rotation 09-4-8 to 03-0-77 ,rotation: [ 09-4-8 ] -- [03-0-77 ] 
rotation 069-4-7 to 986-999-2 ,rotation: [ 069-4-7 ] -- [986-999-2 ] 
rotation 87-6-591 ,rotation: [ 87-6-591 ] 
rotation 004-94-40 to 664-36-51 ,rotation: [ 004-94-40 ] -- [664-36-51 ] 
rotation 01-9-889 to 4-941-8 ,rotation: [ 01-9-889 ] -- [4-941-8 ] 
rotation 255-9-41 ,rotation: [ 255-9-41 ] 
rotation 05-8-4 to 2-2-82 ,rotation: [ 05-8-4 ] -- [2-2-82 ] 
rotation 07-4-8 to 09-067-7 ,rotation: [ 07-4-8 ] -- [09-067-7 ] 
rotation 789-4-377 to 18-468-779 ,rotation: [ 789-4-377 ] -- [18-468-779 ] 
rotation 428-33-37 ,rotation: [ 428-33-37 ] 
rotation 597-285-4 ,rotation: [ 597-285-4 ] 
rotation 5-062-52 to 462-6-6 ,rotation: [ 5-062-52 ] -- [462-6-6 ] 
rotation 3-29-865 ,rotation: [ 3-29-865 ] 
rotation 101-89-663 to 5-9-34 ,rotation: [ 101-89-663 ] -- [5-9-34 ] 
rotation 307-3-3 ,rotation: [ 307-3-3 ] 
rotation 4-5-68 to 238-1-51 ,rotation: [ 4-5-68 ] -- [238-1-51 ] 
rotation 882-52-894 to 53-902-4 ,rotation: [ 882-52-894 ] -- [53-902-4 ] 
rotation 48-478-4 ,rotation: [ 48-478-4 ] 
rotation 834-66-68 to 78-0-4 ,rotation: [ 834-66-68 ] -- [78-0-4 ] 
rotation 32-91-27 ,rotation: [ 32-91-27 ] 
rotation 23-7-8 ,rotation: [ 23-7-8 ] 
rotation 53-5-0 ,rotation: [ 53-5-0 ] 
rotation 575-46-21 to 59-99-518 ,rotation: [ 575-46-21 ] -- [59-99-518 ] 
rotation 401-83-0 to 9-6-458 ,rotation: [ 401-83-0 ] -- [9-6-458 ] 
rotation 75-613-9 ,rotation: [ 75-613-9 ] 
rotation 44-66-26 to 965-0-94 ,rotation: [ 44-66-26 ] -- [965-0-94 ] 
rotation 983-509-47 ,rotation: [ 983-509-47 ] 
rotation 72-24-503 ,rotation: [ 72-24-503 ] 
rotation 027-677-572 to 90-50-41 ,rotation: [ 027-677-572 ] -- [90-50-41 ] 
rotation 6-0-615 ,rotation: [ 6-0-615 ] 
rotation 1-5-006 to 37-49-72 ,rotation: [ 1-5-006 ] -- [37-49-72 ] 
rotation 47-084-4 to 15-7-1 ,rotation: [ 47-084-4 ] -- [15-7-1 ] 
rotation 06-868-770 ,rotation: [ 06-868-770 ] 
rotation 8-1-2 ,rotation: [ 8-1-2 ] 
rotation 46-16-88 ,rotation: [ 46-16-88 ] 
rotation 497-03-35 to 8-87-713 ,rotation: [ 497-03-35 ] -- [8-87-713 ] 
rotation 98-177-6 to 1-878-48 ,rotation: [ 98-177-6 ] -- [1-878-48 ] 
rotation 4-073-02 ,rotation: [ 4-073-02 ] 
rotation 330-897-170 to 1-82-12 ,rotation: [ 330-897-170 ] -- [1-82-12 ] 
rotation 7-03-0 ,rotation: [ 7-03-0 ] 
rotation 317-14-29 to 804-3-11 ,rotation: [ 317-14-29 ] -- [804-3-11 ] 
rotation 3-672-498 ,rotation: [ 3-672-498 ] 
rotation 1-672-6 ,rotation: [ 1-672-6 ] 
rotation 774-5-515 to 08-47-655 ,rotation: [ 774-5-515 ] -- [08-47-655 ] 
rotation 12-7-348 ,rotation: [ 12-7-348 ] 
rotation 421-6-53 to 948-2-7 ,rotation: [ 421-6-53 ] -- [948-2-7 ] 
rotation 43-9-130 ,rotation: [ 43-9-130 ] 
rotation 622-34-54 to 97-8-769 ,rotation: [ 622-34-54 ] -- [97-8-769 ] 
rotation 71-08-94 ,rotation: [ 71-08-94 ] 
rotation 66-23-624 to 948-4-2 ,rotation: [ 66-23-624 ] -- [948-4-2 ] 
rotation 6-42-57 to 205-042-24 ,rotation: [ 6-42-57 ] -- [205-042-24 ] 
rotation 14-55-1 to 68-5-65 ,rotation: [ 14-55-1 ] -- [68-5-65 ] 
rotation 85-71-93 ,rotation: [ 85-71-93 ] 
rotation 84-069-56 ,rotation: [ 84-069-56 ] 
rotation 174-7-101 ,rotation: [ 174-7-101 ] 
rotation 8-69-519 to 0-82-22 ,rotation: [ 8-69-519 ] -- [0-82-22 ] 
rotation 626-892-877 to 100-60-6 ,rotation: [ 626-892-877 ] -- [100-60-6 ] 
rotation 7-12-28 ,rotation: [ 7-12-28 ] 
rotation 42-690-103 to 097-41-283 ,rotation: [ 42-690-103 ] -- [097-41-283 ] 
rotation 80-1-151 ,rotation: [ 80-1-151 ] 
rotation 94-972-03 to 539-2-195 ,rotation: [ 94-972-03 ] -- [539-2-195 ] 
rotation 1-5-57 to 163-526-4 ,rotation: [ 1-5-57 ] -- [163-526-4 ] 
rotation 84-70-5 ,rotation: [ 84-70-5 ] 
rotation 367-225-826 ,rotation: [ 367-225-826 ] 
rotation 3-68-58 ,rotation: [ 3-68-58 ] 
rotation 76-4-752 ,rotation: [ 76-4-752 ] 
rotation 706-66-964 ,rotation: [ 706-66-964 ] 
rotation 555-4-358 to 8-9-39 ,rotation: [ 555-4-358 ] -- [8-9-39 ] 
rotation 600-940-57 ,rotation: [ 600-940-57 ] 
rotation 7-416-6 ,rotation: [ 7-416-6 ] 
rotation 4-599-4 to 8-13-496 ,rotation: [ 4-599-4 ] -- [8-13-496 ] 
rotation 878-93-542 ,rotation: [ 878-93-542 ] 
rotation 618-924-155 to 5-19-761 ,rotation: [ 618-924-155 ] -- [5-19-761 ] 
rotation 14-93-763 to 932-09-1 ,rotation: [ 14-93-763 ] -- [932-09-1 ] 
rotation 30-0-49 ,rotation: [ 30-0-49 ] 
rotation 90-667-6 ,rotation: [ 90-667-6 ] 
rotation 54-9-36 ,rotation: [ 54-9-36 ] 
rotation 00-2-423 ,rotation: [ 00-2-423 ] 
rotation 411-7-4 ,rotation: [ 411-7-4 ] 
rotation 785-20-0 to 543-5-38 ,rotation: [ 785-20-0 ] -- [543-5-38 ] 
rotation 6-92-013 to 07-8-41 ,rotation: [ 6-92-013 ] -- [07-8-41 ] 
rotation 077-8-122 to 089-3-88 ,rotation: [ 077-8-122 ] -- [089-3-88 ] 
rotation 416-790-82 to 94-43-360 ,rotation: [ 416-790-82 ] -- [94-43-360 ] 
rotation 9-501-777 to 67-95-323 ,rotation: [ 9-501-777 ] -- [67-95-323 ] 
rotation 2-70-66 to 83-1-3 ,rotation: [ 2-70-66 ] -- [83-1-3 ] 
rotation 321-42-3 to 1-1-27 ,rotation: [ 321-42-3 ] -- [1-1-27 ] 
rotation 2-75-6 ,rotation: [ 2-75-6 ] 
rotation 6-92-7 ,rotation: [ 6-92-7 ] 
rotation 6-97-97 to 8-58-97 ,rotation: [ 6-97-97 ] -- [8-58-97 ] 
rotation 733-03-912 to 4-8-704 ,rotation: [ 733-03-912 ] -- [4-8-704 ] 
rotation 01-88-960 ,rotation: [ 01-88-960 ] 
rotation 21-060-76 to 0-25-4 ,rotation: [ 21-060-76 ] -- [0-25-4 ] 
rotation 937-1-10 to 2-362-4 ,rotation: [ 937-1-10 ] -- [2-362-4 ] 
rotation 44-95-7 to 9-8-9 ,rotation: [ 44-95-7 ] -- [9-8-9 ] 
rotation 19-74-278 to 1-0-2 ,rotation: [ 19-74-278 ] -- [1-0-2 ] 
rotation 5-4-96 ,rotation: [ 5-4-96 ] 
rotation 85-598-6 to 043-774-54 ,rotation: [ 85-598-6 ] -- [043-774-54 ] 
rotation 61-92-95 to 442-6-3 ,rotation: [ 61-92-95 ] -- [442-6-3 ] 
rotation 2-4-16 to 33-3-4 ,rotation: [ 2-4-16 ] -- [33-3-4 ] 
rotation 4-6-69 to 37-6-4 ,rotation: [ 4-6-69 ] -- [37-6-4 ] 
rotation 79-91-73 ,rotation: [ 79-91-73 ] 
rotation 614-49-069 to 58-515-978 ,rotation: [ 614-49-069 ] -- [58-515-978 ] 
rotation 9-8-015 ,rotation: [ 9-8-015 ] 
rotation 59-2-7 ,rotation: [ 59-2-7 ] 
rotation 20-434-00 ,rotation: [ 20-434-00 ] 
rotation 50-4-971 to 95-72-201 ,rotation: [ 50-4-971 ] -- [95-72-201 ] 
rotation 81-4-4 to 907-58-3 ,rotation: [ 81-4-4 ] -- [907-58-3 ] 
rotation 9-915-726 to 645-4-404 ,rotation: [ 9-915-726 ] -- [645-4-404 ] 
rotation 48-9-60 ,rotation: [ 48-9-60 ] 
rotation 67-572-4 to 644-083-48 ,rotation: [ 67-572-4 ] -- [644-083-48 ] 
rotation 46-258-31 to 792-280-3 ,rotation: [ 46-258-31 ] -- [792-280-3 ] 
rotation 56-4-078 to 0-0-5 ,rotation: [ 56-4-078 ] -- [0-0-5 ] 
rotation 1-016-94 to 3-712-09 ,rotation: [ 1-016-94 ] -- [3-712-09 ] 
rotation 81-0-3 ,rotation: [ 81-0-3 ] 
rotation 76-04-822 ,rotation: [ 76-04-822 ] 
rotation 79-923-351 ,rotation: [ 79-923-351 ] 
rotation 82-5-8 to 23-7-080 ,rotation: [ 82-5-8 ] -- [23-7-080 ] 
rotation 201-5-5 to 06-13-3 ,rotation: [ 201-5-5 ] -- [06-13-3 ] 
rotation 16-8-16 ,rotation: [ 16-8-16 ] 
rotation 2-4-25 to 999-50-5 ,rotation: [ 2-4-25 ] -- [999-50-5 ] 
rotation 00-04-389 ,rotation: [ 00-04-389 ] 
rotation 733-6-2 to 1-96-52 ,rotation: [ 733-6-2 ] -- [1-96-52 ] 
rotation 4-112-0 to 542-871-32 ,rotation: [ 4-112-0 ] -- [542-871-32 ] 
rotation 8-3-9 ,rotation: [ 8-3-9 ] 
rotation 34-313-48 to 802-356-839 ,rotation: [ 34-313-48 ] -- [802-356-839 ] 
rotation 87-37-86 ,rotation: [ 87-37-86 ] 
rotation 39-378-3 to 452-440-167 ,rotation: [ 39-378-3 ] -- [452-440-167 ] 
rotation 6-33-074 to 910-013-2 ,rotation: [ 6-33-074 ] -- [910-013-2 ] 
rotation 583-1-420 ,rotation: [ 583-1-420 ] 
rotation 028-9-20 to 7-80-8 ,rotation: [ 028-9-20 ] -- [7-80-8 ] 
rotation 3-3-88 ,rotation: [ 3-3-88 ] 
rotation 54-5-0 ,rotation: [ 54-5-0 ] 
rotation 9-0-524 to 6-618-1 ,rotation: [ 9-0-524 ] -- [6-618-1 ] 
rotation 65-2-3 to 768-708-8 ,rotation: [ 65-2-3 ] -- [768-708-8 ] 
rotation 130-95-10 ,rotation: [ 130-95-10 ] 
rotation 99-46-0 ,rotation: [ 99-46-0 ] 
rotation 219-8-14 ,rotation: [ 219-8-14 ] 
rotation 2-138-0 ,rotation: [ 2-138-0 ] 
rotation 0-9-72 to 851-4-293 ,rotation: [ 0-9-72 ] -- [851-4-293 ] 
rotation 4-030-78 ,rotation: [ 4-030-78 ] 
rotation 144-288-63 to 38-094-611 ,rotation: [ 144-288-63 ] -- [38-094-611 ] 
rotation 8-53-04 to 3-25-95 ,rotation: [ 8-53-04 ] -- [3-25-95 ] 
rotation 09-5-3 ,rotation: [ 09-5-3 ] 
rotation 599-98-8 ,rotation: [ 599-98-8 ] 
rotation 3-6-6 to 96-97-713 ,rotation: [ 3-6-6 ] -- [96-97-713 ] 
rotation 043-531-11 to 86-3-7 ,rotation: [ 043-531-11 ] -- [86-3-7 ] 
rotation 195-1-814 to 935-01-054 ,rotation: [ 195-1-814 ] -- [935-01-054 ] 
rotation 82-724-7 to 01-76-58 ,rotation: [ 82-724-7 ] -- [01-76-58 ] 
rotation 377-1-14 ,rotation: [ 377-1-14 ] 
rotation 77-22-80 to 73-6-33 ,rotation: [ 77-22-80 ] -- [73-6-33 ] 
rotation 686-05-6 ,rotation: [ 686-05-6 ] 
rotation 8-533-021 ,rotation: [ 8-533-021 ] 
rotation 21-091-81 ,rotation: [ 21-091-81 ] 
rotation 96-163-617 ,rotation: [ 96-163-617 ] 
rotation 1-0-13 to 09-574-333 ,rotation: [ 1-0-13 ] -- [09-574-333 ] 
rotation 453-832-6 ,rotation: [ 453-832-6 ] 
rotation 50-61-4 ,rotation: [ 50-61-4 ] 
rotation 4-43-51 ,rotation: [ 4-43-51 ] 
rotation 303-43-17 to 988-05-32 ,rotation: [ 303-43-17 ] -- [988-05-32 ] 
rotation 1-187-12 ,rotation: [ 1-187-12 ] 
rotation 6-489-459 ,rotation: [ 6-489-459 ] 
rotation 33-5-5 ,rotation: [ 33-5-5 ] 
rotation 82-80-40 to 920-5-64 ,rotation: [ 82-80-40 ] -- [920-5-64 ] 
rotation 497-536-500 to 628-214-33 ,rotation: [ 497-536-500 ] -- [628-214-33 ] 
rotation 2-005-754 ,rotation: [ 2-005-754 ] 
rotation 2-490-46 to 2-282-06 ,rotation: [ 2-490-46 ] -- [2-282-06 ] 
rotation 8-64-40 to 1-7-660 ,rotation: [ 8-64-40 ] -- [1-7-660 ] 
rotation 281-4-5 to 1-9-66 ,rotation: [ 281-4-5 ] -- [1-9-66 ] 
rotation 11-613-972 to 654-2-98 ,rotation: [ 11-613-972 ] -- [654-2-98 ] 
rotation 52-26-2 to 17-81-39 ,rotation: [ 52-26-2 ] -- [17-81-39 ] 
rotation 70-371-18 ,rotation: [ 70-371-18 ] 
rotation 327-6-5 to 9-7-3 ,rotation: [ 327-6-5 ] -- [9-7-3 ] 
rotation 8-500-6 to 90-661-26 ,rotation: [ 8-500-6 ] -- [90-661-26 ] 
rotation 03-4-1 to 33-977-34 ,rotation: [ 03-4-1 ] -- [33-977-34 ] 
rotation 3-6-174 to 63-545-249 ,rotation: [ 3-6-174 ] -- [63-545-249 ] 
rotation 131-93-7 to 8-730-8 ,rotation: [ 131-93-7 ] -- [8-730-8 ] 
rotation 23-393-30 to 03-73-2 ,rotation: [ 23-393-30 ] -- [03-73-2 ] 
rotation 64-263-0 ,rotation: [ 64-263-0 ] 
rotation 22-6-058 ,rotation: [ 22-6-058 ] 
rotation 14-4-660 to 059-7-72 ,rotation: [ 14-4-660 ] -- [059-7-72 ] 
rotation 1-60-63 to 006-9-93 ,rotation: [ 1-60-63 ] -- [006-9-93 ] 
rotation 05-3-83 to 040-3-13 ,rotation: [ 05-3-83 ] -- [040-3-13 ] 
rotation 80-470-210 to 931-0-98 ,rotation: [ 80-470-210 ] -- [931-0-98 ] 
rotation 52-33-53 to 380-188-1 ,rotation: [ 52-33-53 ] -- [380-188-1 ] 
rotation 92-4-4 ,rotation: [ 92-4-4 ] 
rotation 88-4-4 to 7-843-4 ,rotation: [ 88-4-4 ] -- [7-843-4 ] 
rotation 018-86-55 ,rotation: [ 018-86-55 ] 
rotation 740-83-828 ,rotation: [ 740-83-828 ] 
rotation 422-960-32 ,rotation: [ 422-960-32 ] 
rotation 3-0-5 to 3-6-99 ,rotation: [ 3-0-5 ] -- [3-6-99 ] 
rotation 046-97-041 to 957-113-141 ,rotation: [ 046-97-041 ] -- [957-113-141 ] 
rotation 17-05-9 to 8-3-15 ,rotation: [ 17-05-9 ] -- [8-3-15 ] 
rotation 8-3-207 to 64-090-62 ,rotation: [ 8-3-207 ] -- [64-090-62 ] 
rotation 731-05-0 to 6-235-2 ,rotation: [ 731-05-0 ] -- [6-235-2 ] 
rotation 357-30-049 to 66-895-18 ,rotation: [ 357-30-049 ] -- [66-895-18 ] 
rotation 10-7-324 ,rotation: [ 10-7-324 ] 
rotation 225-3-5 to 18-99-831 ,rotation: [ 225-3-5 ] -- [18-99-831 ] 
rotation 93-61-93 to 22-3-96 ,rotation: [ 93-61-93 ] -- [22-3-96 ] 
rotation 25-4-57 ,rotation: [ 25-4-57 ] 
rotation 10-96-02 to 5-5-66 ,rotation: [ 10-96-02 ] -- [5-5-66 ] 
rotation 038-80-784 to 29-588-7 ,rotation: [ 038-80-784 ] -- [29-588-7 ] 
rotation 1-6-3 ,rotation: [ 1-6-3 ] 
rotation 732-85-362 to 252-11-90 ,rotation: [ 732-85-362 ] -- [252-11-90 ] 
rotation 701-0-16 to 3-714-52 ,rotation: [ 701-0-16 ] -- [3-714-52 ] 
rotation 94-73-39 ,rotation: [ 94-73-39 ] 
rotation 93-642-4 to 4-3-5 ,rotation: [ 93-642-4 ] -- [4-3-5 ] 
rotation 4-29-445 to 2-799-22 ,rotation: [ 4-29-445 ] -- [2-799-22 ] 
rotation 6-521-35 ,rotation: [ 6-521-35 ] 
rotation 46-77-1 to 47-70-304 ,rotation: [ 46-77-1 ] -- [47-70-304 ] 
rotation 175-774-87 ,rotation: [ 175-774-87 ] 
rotation 854-2-82 to 436-624-8 ,rotation: [ 854-2-82 ] -- [436-624-8 ] 
rotation 53-66-6 to 01-0-730 ,rotation: [ 53-66-6 ] -- [01-0-730 ] 
rotation 0-653-2 to 244-53-661 ,rotation: [ 0-653-2 ] -- [244-53-661 ] 
rotation 29-2-22 ,rotation: [ 29-2-22 ] 
rotation 9-9-9 ,rotation: [ 9-9-9 ] 
rotation 75-758-830 to 3-729-715 ,rotation: [ 75-758-830 ] -- [3-729-715 ] 
rotation 51-38-1 ,rotation: [ 51-38-1 ] 
rotation 74-0-23 to 14-669-388 ,rotation: [ 74-0-23 ] -- [14-669-388 ] 
rotation 800-8-426 ,rotation: [ 800-8-426 ] 
rotation 648-0-9 ,rotation: [ 648-0-9 ] 
rotation 498-95-9 ,rotation: [ 498-95-9 ] 
rotation 1-875-9 to 29-245-62 ,rotation: [ 1-875-9 ] -- [29-245-62 ] 
rotation 73-291-869 to 68-375-4 ,rotation: [ 73-291-869 ] -- [68-375-4 ] 
rotation 4-7-4 to 22-92-7 ,rotation: [ 4-7-4 ] -- [22-92-7 ] 
rotation 7-1-580 to 7-088-17 ,rotation: [ 7-1-580 ] -- [7-088-17 ] 
rotation 742-1-6 to 2-9-4 ,rotation: [ 742-1-6 ] -- [2-9-4 ] 
rotation 8-00-159 ,rotation: [ 8-00-159 ] 
rotation 212-449-3 to 54-15-61 ,rotation: [ 212-449-3 ] -- [54-15-61 ] 
rotation 85-325-82 ,rotation: [ 85-325-82 ] 
rotation 33-5-3 to 9-28-61 ,rotation: [ 33-5-3 ] -- [9-28-61 ] 
rotation 23-791-844 ,rotation: [ 23-791-844 ] 
rotation 4-928-68 to 4-17-976 ,rotation: [ 4-928-68 ] -- [4-17-976 ] 
rotation 26-28-2 to 596-69-452 ,rotation: [ 26-28-2 ] -- [596-69-452 ] 
rotation 9-765-78 to 30-1-88 ,rotation: [ 9-765-78 ] -- [30-1-88 ] 
rotation 2-957-415 to 4-03-269 ,rotation: [ 2-957-415 ] -- [4-03-269 ] 
rotation 96-607-50 ,rotation: [ 96-607-50 ] 
rotation 0-06-7 to 255-955-385 ,rotation: [ 0-06-7 ] -- [255-955-385 ] 
rotation 24-11-4 to 868-212-532 ,rotation: [ 24-11-4 ] -- [868-212-532 ] 
rotation 784-47-53 ,rotation: [ 784-47-53 ] 
rotation 0-617-12 to 35-1-0 ,rotation: [ 0-617-12 ] -- [35-1-0 ] 
rotation 622-577-31 ,rotation: [ 622-577-31 ] 
rotation 9-22-7 ,rotation: [ 9-22-7 ] 
rotation 8-10-43 ,rotation: [ 8-10-43 ] 
rotation 896-472-57 ,rotation: [ 896-472-57 ] 
rotation 91-12-562 ,rotation: [ 91-12-562 ] 
rotation 8-00-246 to 4-3-57 ,rotation: [ 8-00-246 ] -- [4-3-57 ] 
rotation 31-837-4 to 446-2-01 ,rotation: [ 31-837-4 ] -- [446-2-01 ] 
rotation 772-411-5 ,rotation: [ 772-411-5 ] 
rotation 9-488-0 to 619-7-18 ,rotation: [ 9-488-0 ] -- [619-7-18 ] 
rotation 6-74-6 to 8-8-063 ,rotation: [ 6-74-6 ] -- [8-8-063 ] 
rotation 1-6-29 ,rotation: [ 1-6-29 ] 
rotation 745-6-055 ,rotation: [ 745-6-055 ] 
rotation 4-61-379 ,rotation: [ 4-61-379 ] 
rotation 61-261-93 to 806-31-6 ,rotation: [ 61-261-93 ] -- [806-31-6 ] 
rotation 266-67-741 to 931-8-61 ,rotation: [ 266-67-741 ] -- [931-8-61 ] 
rotation 61-2-71 ,rotation: [ 61-2-71 ] 
rotation 09-9-62 ,rotation: [ 09-9-62 ] 
rotation 97-96-063 ,rotation: [ 97-96-063 ] 
rotation 0-69-79 ,rotation: [ 0-69-79 ] 
rotation 5-1-768 to 4-261-61 ,rotation: [ 5-1-768 ] -- [4-261-61 ] 
rotation 278-64-477 ,rotation: [ 278-64-477 ] 
rotation 01-0-897 to 15-743-08 ,rotation: [ 01-0-897 ] -- [15-743-08 ] 
rotation 0-64-824 to 701-40-831 ,rotation: [ 0-64-824 ] -- [701-40-831 ] 
rotation 06-5-4 to 4-3-140 ,rotation: [ 06-5-4 ] -- [4-3-140 ] 
rotation 743-8-4 ,rotation: [ 743-8-4 ] 
rotation 1-15-17 ,rotation: [ 1-15-17 ] 
rotation 372-798-91 ,rotation: [ 372-798-91 ] 
rotation 62-3-371 ,rotation: [ 62-3-371 ] 
rotation 676-659-960 to 81-11-601 ,rotation: [ 676-659-960 ] -- [81-11-601 ] 
rotation 270-4-7 ,rotation: [ 270-4-7 ] 
rotation 52-066-1 ,rotation: [ 52-066-1 ] 
rotation 54-055-5 to 59-1-19 ,rotation: [ 54-055-5 ] -- [59-1-19 ] 
rotation 806-843-80 to 945-701-402 ,rotation: [ 806-843-80 ] -- [945-701-402 ] 
rotation 084-754-027 ,rotation: [ 084-754-027 ] 
rotation 24-3-0 to 055-136-6 ,rotation: [ 24-3-0 ] -- [055-136-6 ] 
rotation 1-3-028 ,rotation: [ 1-3-028 ] 
rotation 533-99-65 ,rotation: [ 533-99-65 ] 
rotation 56-38-415 to 376-3-0 ,rotation: [ 56-38-415 ] -- [376-3-0 ] 
rotation 180-8-85 ,rotation: [ 180-8-85 ] 
rotation 102-45-1 to 28-2-815 ,rotation: [ 102-45-1 ] -- [28-2-815 ] 
rotation 541-75-08 ,rotation: [ 541-75-08 ] 
rotation 42-367-01 to 04-718-031 ,rotation: [ 42-367-01 ] -- [04-718-031 ] 
rotation 929-231-980 to 4-398-51 ,rotation: [ 929-231-980 ] -- [4-398-51 ] 
rotation 556-1-3 ,rotation: [ 556-1-3 ] 
rotation 0-58-98 ,rotation: [ 0-58-98 ] 
rotation 8-5-767 to 5-4-37 ,rotation: [ 8-5-767 ] -- [5-4-37 ] 
rotation 997-2-811 to 1-9-4 ,rotation: [ 997-2-811 ] -- [1-9-4 ] 
rotation 1-6-160 to 7-02-055 ,rotation: [ 1-6-160 ] -- [7-02-055 ] 
rotation 29-619-9 ,rotation: [ 29-619-9 ] 
rotation 25-2-41 to 3-4-209 ,rotation: [ 25-2-41 ] -- [3-4-209 ] 
rotation 6-665-89 to 703-24-4 ,rotation: [ 6-665-89 ] -- [703-24-4 ] 
rotation 91-7-583 ,rotation: [ 91-7-583 ] 
